,Price,Adj Close,High,Low,Open,Volume,Return,SMA_10,SMA_50,Volatility
51,2010-03-17,5231.89990234375,5260.5,5177.14990234375,5198.4501953125,0,0.006502338172121647,5134.0,5028.951005859375,0.0051734660991144465
52,2010-03-18,5245.89990234375,5255.64990234375,5214.39990234375,5232.5498046875,0,0.002675892173267469,5150.564990234375,5029.225,0.00494676067181781
53,2010-03-19,5262.7998046875,5269.9501953125,5237.10009765625,5246.7998046875,0,0.003221544950981592,5167.974951171875,5028.922998046875,0.004916561692198445
54,2010-03-22,5205.2001953125,5260.9501953125,5187.0498046875,5260.9501953125,0,-0.010944670424988812,5176.094970703125,5027.391005859375,0.006481965878176304
55,2010-03-23,5225.2998046875,5243.60009765625,5193.39990234375,5205.85009765625,0,0.003861447902253623,5188.474951171875,5026.635,0.006152494323478105
56,2010-03-25,5260.39990234375,5267.2998046875,5202.9501953125,5225.2998046875,0,0.006717336606171909,5202.88994140625,5026.947998046875,0.006302360212834806
57,2010-03-26,5282.0,5293.75,5260.5498046875,5260.5498046875,0,0.004106170264094544,5217.749951171875,5027.6,0.006314197023558684
58,2010-03-29,5302.85009765625,5329.5498046875,5242.14990234375,5283.89990234375,0,0.003947386909551209,5234.3349609375,5029.44900390625,0.006273300943239261
59,2010-03-30,5262.4501953125,5325.0,5251.35009765625,5302.9501953125,0,-0.007618526188701069,5247.689990234375,5030.01900390625,0.007029813479970395
60,2010-03-31,5249.10009765625,5293.89990234375,5235.14990234375,5260.39990234375,0,-0.0025368596681716316,5252.789990234375,5029.8030078125,0.0060248915816905795
61,2010-04-01,5290.5,5298.60009765625,5249.2001953125,5249.2001953125,0,0.007887047603118758,5258.65,5030.56900390625,0.0061795059105381
62,2010-04-05,5368.39990234375,5377.5498046875,5291.39990234375,5291.39990234375,0,0.014724487731547109,5270.9,5032.44,0.00753908097086674
63,2010-04-06,5366.0,5388.64990234375,5351.7001953125,5369.64990234375,0,-0.00044704239389881106,5281.22001953125,5035.247001953125,0.007580375948316509
64,2010-04-07,5374.64990234375,5399.64990234375,5345.0498046875,5365.7001953125,0,0.0016119832917909083,5298.164990234375,5038.30599609375,0.006098629124945054
65,2010-04-08,5304.4501953125,5383.64990234375,5290.25,5376.2998046875,0,-0.013061261348508935,5306.080029296875,5042.512001953125,0.007964857149565279
66,2010-04-09,5361.75,5377.4501953125,5302.25,5302.39990234375,0,0.010802213722005627,5316.2150390625,5049.027001953125,0.008355452704500202
67,2010-04-12,5339.7001953125,5382.14990234375,5324.89990234375,5354.14990234375,0,-0.0041124268545716935,5321.98505859375,5055.6630078125,0.008521430463689224
68,2010-04-13,5322.9501953125,5356.5,5301.7001953125,5340.85009765625,0,-0.0031368802343442193,5323.995068359375,5065.060009765625,0.00855464121097663
69,2010-04-15,5273.60009765625,5373.14990234375,5265.2998046875,5323.2998046875,0,-0.009271192824555907,5325.11005859375,5073.18701171875,0.008740940178516687
70,2010-04-16,5262.60009765625,5283.0498046875,5237.5498046875,5273.39990234375,0,-0.0020858616118595297,5326.46005859375,5080.798017578125,0.008726137247329867
71,2010-04-19,5203.64990234375,5279.0498046875,5160.89990234375,5279.0498046875,0,-0.01120172428430466,5317.775048828125,5086.87701171875,0.008964485275267761
72,2010-04-20,5230.10009765625,5257.25,5208.2998046875,5208.2998046875,0,0.0050830082363124696,5303.945068359375,5094.87701171875,0.007392136854702939
73,2010-04-21,5244.89990234375,5266.2998046875,5230.2998046875,5230.2998046875,0,0.0028297364125271507,5291.83505859375,5101.1380078125,0.007567824948202234
74,2010-04-22,5269.35009765625,5331.7998046875,5221.10009765625,5248.60009765625,0,0.004661708663224351,5281.305078125,5109.6180078125,0.007798862839171558
75,2010-04-23,5304.10009765625,5311.0498046875,5269.64990234375,5269.64990234375,0,0.006594741164656526,5281.270068359375,5121.32701171875,0.007135889010210102
76,2010-04-26,5322.4501953125,5342.35009765625,5299.35009765625,5299.35009765625,0,0.003459606213758848,5277.340087890625,5132.568017578125,0.006221983566273444
77,2010-04-27,5308.35009765625,5330.5498046875,5301.39990234375,5322.10009765625,0,-0.0026491741846016437,5274.205078125,5142.882021484375,0.006150074033006501
78,2010-04-28,5215.4501953125,5308.25,5202.4501953125,5308.2001953125,0,-0.017500711263329638,5263.455078125,5152.047021484375,0.008163555758415118
79,2010-04-29,5254.14990234375,5264.75,5214.7998046875,5215.25,0,0.0074202045043076925,5261.51005859375,5160.593017578125,0.008219685878886714
80,2010-04-30,5278.0,5294.7998046875,5254.2001953125,5254.2001953125,0,0.0045392876296908025,5263.050048828125,5170.114013671875,0.008329492418775201
81,2010-05-03,5222.75,5278.7001953125,5210.0498046875,5278.39990234375,0,-0.010467980295566504,5264.96005859375,5177.454013671875,0.008219185974428047
82,2010-05-04,5148.5,5250.14990234375,5134.85009765625,5223.89990234375,0,-0.014216648317457281,5256.800048828125,5182.144013671875,0.009203557167926047
83,2010-05-05,5124.89990234375,5148.35009765625,5056.5,5148.35009765625,0,-0.004583878344420755,5244.800048828125,5186.88701171875,0.009111217412610723
84,2010-05-06,5090.85009765625,5124.89990234375,5037.75,5124.39990234375,0,-0.006643994094778005,5226.950048828125,5191.806015625,0.008852702134236183
85,2010-05-07,5018.0498046875,5085.64990234375,4984.60009765625,5072.2998046875,0,-0.014300223257853517,5198.34501953125,5195.039013671875,0.008694763433508154
86,2010-05-10,5193.60009765625,5203.2998046875,5026.60009765625,5026.60009765625,0,0.034983768555816974,5185.460009765625,5201.51001953125,0.015417586427431101
87,2010-05-11,5136.14990234375,5206.7001953125,5126.5,5189.75,0,-0.011061728710769603,5168.239990234375,5207.061015625,0.015663762290607064
88,2010-05-12,5156.64990234375,5172.85009765625,5098.7998046875,5133.75,0,0.003991316528874078,5162.3599609375,5212.999013671875,0.01493866147605187
89,2010-05-13,5178.89990234375,5212.7001953125,5147.9501953125,5157.5498046875,0,0.004314816871684002,5154.8349609375,5218.131015625,0.01477477001999033
90,2010-05-14,5093.5,5192.75,5070.9501953125,5180.5498046875,0,-0.01648996967581895,5136.3849609375,5219.661015625,0.015330386248930612
91,2010-05-17,5059.89990234375,5094.5498046875,4966.25,5093.89990234375,0,-0.0065966619527338954,5120.099951171875,5219.09701171875,0.01518155927671675
92,2010-05-18,5066.2001953125,5105.2001953125,5024.25,5059.5498046875,0,0.001245141819076645,5111.869970703125,5218.816015625,0.01469876914949752
93,2010-05-19,4919.64990234375,5065.10009765625,4908.14990234375,5065.10009765625,0,-0.028927063147710874,5091.344970703125,5215.435009765625,0.017085634863697567
94,2010-05-20,4947.60009765625,4980.25,4924.2998046875,4924.2998046875,0,0.005681338279617032,5077.019970703125,5211.90701171875,0.017312635045793525
95,2010-05-21,4931.14990234375,4946.7001953125,4842.2998046875,4946.7001953125,0,-0.003324883779570742,5068.32998046875,5208.500009765625,0.016838035908510643
96,2010-05-24,4943.9501953125,5029.5498046875,4923.4501953125,4944.2998046875,0,0.0025958028496895214,5043.364990234375,5205.054013671875,0.011179436947497531
97,2010-05-25,4806.75,4946.60009765625,4786.4501953125,4945.2998046875,0,-0.027751128124750002,5010.425,5198.521015625,0.013260638586307109
